0 25 99.8 34354160 1934980 2156424 8
1 25 101.8 34354160 3174752 0 43
2 25 99.8 34354160 3174752 0 0
3 25 99.8 34354160 3174752 0 0
4 25 99.8 34354160 3174752 0 0
5 25 199.6 34354160 3174756 0 0
6 25 199.7 34354160 3174556 1 0
7 25 199.7 34354160 3174556 0 0
8 25 199.6 34354160 3174556 0 0
9 25 201.7 34354160 3174556 0 0
10 25 201.6 34354160 3174556 0 0
11 25 201.7 34354160 3174556 0 0
12 25 652.8 34354160 6336596 37943 115
13 25 99.8 34354160 10809576 0 0
14 25 99.8 34354160 10860928 0 0
15 25 103.8 34354160 10861272 0 0
16 25 99.8 34354160 10861272 0 0
17 25 99.8 34354160 12249828 1207 119
18 25 99.8 34354160 13998820 3244 0
19 25 97.8 34354160 17136356 0 0
20 25 99.8 37492712 18771748 2338026 6354456
21 25 99.8 40617716 21227156 0 0
22 26 225.6 41969476 23390364 0 0
23 28 1216.4 41969476 23390372 0 0
24 45 1350.2 42080188 23564256 0 0
25 27 1293.6 41987928 23413340 0 0
26 27 1054.1 41969476 23409080 0 0
27 25 149.7 41967424 23390368 0 0
28 28 1870.7 41969476 23400708 0 0
29 45 1900.4 42532096 24022536 0 0
30 45 1900.6 42532096 24022536 0 0
31 45 1900.6 42532096 24022536 0 0
32 28 584.9 42013832 23462548 0 0
33 25 535.1 41967424 23390368 0 0
34 45 419.2 41969476 23391208 0 0
35 28 1561.1 41969476 23413136 0 0
36 45 851.1 41969476 23391176 0 0
37 25 99.8 41967424 23390368 0 0
38 25 99.8 41967424 23390368 0 0
39 45 1994.1 41969476 23495128 0 0
40 45 2000.6 41969476 23825696 0 0
41 45 2001.6 41969476 23825696 0 0
42 45 1996.3 41969476 23532584 0 0
43 33 1265.7 41969476 23436868 0 0
44 45 2000.8 43034004 24456048 0 0
45 45 2004.2 43034004 24456048 0 0
46 45 2001.3 43034004 24456048 0 0
47 45 2002.8 43034004 24456048 0 0
48 45 2002.3 43034004 24456048 0 0
49 45 2001.1 43034004 24456048 0 0
50 45 2000.4 43034004 24456048 0 0
51 45 2002.4 43034004 24456048 0 0
52 42 1868.6 42851916 24272860 0 0
53 26 199.6 42016164 23437108 0 0
54 25 850.5 41969476 23390404 0 0
55 25 1070.0 41967424 23390396 0 0
56 25 321.4 41967424 23390396 0 0
57 30 1866.7 41969476 23407624 0 0
58 45 1902.5 41969476 23748708 0 0
59 25 545.0 41967424 23390396 0 0
60 28 656.8 41967424 23390396 0 0
61 25 99.8 41967424 23390416 0 0
62 25 99.8 41967424 23390416 0 0
63 25 99.8 41967424 23390416 0 0
64 45 1986.0 41969476 23805816 0 0
65 45 1987.0 41969476 23587692 0 0
66 45 2002.2 42799264 24220212 0 0
67 45 2000.5 42799264 24220212 0 0
68 45 2002.3 42799264 24220212 0 0
69 45 2000.2 42799264 24220212 0 0
70 45 2002.2 42011748 23490528 0 0
71 45 1994.3 41969476 23785124 0 0
72 45 1988.4 42334756 23903152 0 0
73 45 1998.4 43187076 24608024 0 0
74 45 2002.4 43187076 24608024 0 0
75 45 2002.3 43187076 24608024 0 0
76 45 1996.7 43187076 24608024 0 0
77 45 1998.4 43187076 24608024 0 0
78 45 2000.7 43187076 24608024 0 0
