79 45 2001.4 43187076 24608024 0 0
80 45 2000.3 43187076 24608024 0 0
81 45 2000.3 43187076 24608024 0 0
82 45 2000.3 43187076 24608024 0 0
83 45 2000.4 43187076 24608024 0 0
84 45 2000.4 43187076 24608024 0 0
85 45 2000.7 43187076 24608024 0 0
86 45 1998.4 43187076 24608024 0 0
87 45 2000.3 43187076 24608024 0 0
88 45 2000.4 43187076 24608024 0 0
89 45 2000.4 43126196 24566340 0 0
90 45 1998.2 42821796 24342644 0 0
91 45 1999.9 42007836 23614772 0 0
92 45 2002.8 42207456 23924700 0 0
93 45 2000.6 42207456 23670444 0 0
94 45 2002.3 42799264 24220212 0 0
95 45 2000.3 42760904 24200816 0 0
96 45 2000.1 42561284 24012460 0 0
97 44 1902.5 42561284 24080952 0 0
98 41 1824.7 41969476 23532120 0 0
99 39 1401.4 41969476 23683136 0 0
100 33 1373.5 41969476 23422676 0 0
101 45 1991.0 41969476 23804196 0 0
102 45 2000.3 41969476 23701120 0 0
103 45 1962.4 42797612 24218596 0 0
104 45 2000.6 42797612 24218596 0 0
105 45 2002.9 42797612 24218596 0 0
106 45 2001.5 42797612 24218596 0 0
107 45 2000.4 42560108 24029592 0 0
108 45 1996.4 41969476 23800856 0 0
109 45 1996.9 42030476 23552176 0 0
110 45 1994.6 43189476 24610460 0 0
111 45 2000.2 43189476 24610460 0 0
112 45 2001.5 43189476 24610460 0 0
113 45 2003.0 43189476 24610460 0 0
114 45 2002.9 43189476 24610460 0 0
115 45 2000.2 43189476 24610460 0 0
116 45 2002.3 43189476 24610460 0 0
117 45 2000.3 43189476 24610460 0 0
118 45 2000.8 43189476 24610460 0 0
119 45 2001.3 43189476 24610460 0 0
120 45 2001.2 43189476 24610460 0 0
121 45 1996.4 43189476 24610460 0 0
122 45 2000.2 43189476 24610460 0 0
123 45 2000.5 43189476 24610460 0 0
124 45 2002.1 43189476 24610460 0 0
125 45 2002.3 43189476 24610460 0 0
126 45 2004.3 43128476 24568424 0 0
127 45 2001.7 42823476 24310068 0 0
128 45 2003.2 42373608 23900540 0 0
129 45 1996.8 42206048 23919744 0 0
130 45 2000.9 42206048 23761460 0 0
131 45 1998.9 42794328 24215312 0 0
132 45 2002.3 42756196 24180448 0 0
133 45 2003.3 42557756 24024036 0 0
134 44 1932.8 42557756 24077460 0 0
135 44 1900.5 42053516 23563556 0 0
136 39 1401.4 41969476 23683172 0 0
137 39 1397.4 41969476 23528164 0 0
138 25 99.8 41967424 23390452 0 0
139 25 99.8 41967424 23390452 0 0
140 25 99.8 38842420 20265448 0 0
